primary_title,premiered,title_id,nudity,violence,profanity,alcohol,frightening
"The Prodigy",2019,tt4504044,Mild,Severe,Moderate,Mild,Severe
"Frozen II",2019,tt4520988,None,Mild,None,None,Mild
Harriet,2019,tt4648786,None,Moderate,Moderate,None,Moderate
"In the Tall Grass",2019,tt4687108,Mild,Severe,Moderate,None,Moderate
Klaus,2019,tt4729430,None,None,None,None,Mild
"The Great Hack",2019,tt4736550,None,,Moderate,Mild,
"Maleficent: Mistress of Evil",2019,tt4777008,None,Mild,None,None,Mild
"The Best of Enemies",2019,tt4807408,Mild,Mild,Moderate,Moderate,Mild
"True History of the Kelly Gang",2019,tt4844140,Moderate,Severe,Severe,Mild,Severe
"The Curse of La Llorona",2019,tt4913966,None,Moderate,Mild,Mild,Severe
"Just Mercy",2019,tt4916630,None,Mild,Mild,Mild,Moderate
"The Red Sea Diving Resort",2019,tt4995776,Mild,Moderate,Moderate,Mild,Severe
Gully,2019,tt5013984,Severe,Severe,Severe,Severe,Severe
"Charlie's Angels",2019,tt5033998,Mild,Moderate,Mild,Mild,Mild
"Color Out of Space",2019,tt5073642,Mild,Severe,Severe,Mild,Severe
Noelle,2019,tt5097410,None,None,None,None,None
"The Secret Life of Pets 2",2019,tt5113040,None,Mild,Mild,None,Mild
Togo,2019,tt5116302,None,None,None,None,Mild
Eli,2019,tt5294518,None,Moderate,Mild,None,Moderate
Close,2019,tt5316540,Mild,Moderate,Moderate,Mild,Mild
"Sound of Metal",2019,tt5363618,Mild,Mild,Moderate,Mild,Mild
"Official Secrets",2019,tt5431890,Mild,None,Moderate,None,Mild
"Diego Maradona",2019,tt5433114,Mild,Mild,Moderate,Moderate,Mild
Hustlers,2019,tt5503686,Moderate,Mild,Moderate,Severe,Mild
"The Good Liar",2019,tt5563334,Mild,Moderate,Moderate,Mild,Moderate
Polaroid,2019,tt5598292,None,Moderate,Mild,Mild,Moderate
"Doctor Sleep",2019,tt5606664,Mild,Severe,Moderate,Moderate,Severe
Cats,2019,tt5697572,Moderate,Mild,None,Mild,Severe
"Cold Pursuit",2019,tt5719748,Mild,Moderate,Moderate,Moderate,Moderate
"Uncut Gems",2019,tt5727208,Moderate,Moderate,Severe,Moderate,Severe
"Spies in Disguise",2019,tt5814534,Mild,Mild,Mild,None,Mild
"The Kitchen",2019,tt5822564,Mild,Severe,Severe,Mild,Moderate
"A Hidden Life",2019,tt5827916,None,Moderate,None,Mild,Moderate
"The Laundromat",2019,tt5865326,Mild,Mild,Moderate,Mild,Mild
"Pokémon Detective Pikachu",2019,tt5884052,None,Mild,Mild,Mild,Mild
"Escape Room",2019,tt5886046,None,Moderate,Mild,Mild,Moderate
Wounds,2019,tt5913798,Mild,Moderate,Severe,Severe,Moderate
"The Professor and the Madman",2019,tt5932728,None,Moderate,None,None,Mild
"Miss Bala",2019,tt5941692,Mild,Moderate,Mild,Moderate,Moderate
"The Mustang",2019,tt5952594,None,Moderate,Moderate,Mild,Moderate
"Captive State",2019,tt5968394,Mild,Moderate,Mild,Mild,Moderate
"The Aftermath",2019,tt5977276,Moderate,Moderate,Mild,Mild,Mild
"The Edge of Democracy",2019,tt6016744,,,,,
Radioactive,2019,tt6017756,Mild,Mild,Mild,Mild,Mild
Monos,2019,tt6062774,Mild,Moderate,Moderate,Mild,Moderate
"Light of My Life",2019,tt6063090,None,Moderate,Mild,None,Mild
Lucifer,2019,tt6067752,Mild,Mild,Mild,Moderate,Moderate
"I See You",2019,tt6079516,None,Moderate,Moderate,Mild,Moderate
Coma,2019,tt6087226,None,Mild,Moderate,None,Mild
"The Angry Birds Movie 2",2019,tt6095472,Mild,Mild,Mild,None,Mild
"The Lion King",2019,tt6105098,None,Mild,None,None,Moderate
"Late Night",2019,tt6107548,None,None,Moderate,Mild,None
"Paradise Hills",2019,tt6127004,None,Mild,Mild,Mild,Mild
Aladdin,2019,tt6139732,None,Mild,None,None,Mild
"The Aeronauts",2019,tt6141246,None,Mild,None,Mild,Moderate
"John Wick: Chapter 3 - Parabellum",2019,tt6146586,None,Severe,Moderate,Mild,Severe
"Waiting for the Barbarians",2019,tt6149154,Mild,Moderate,Mild,Mild,Moderate
"Angel Has Fallen",2019,tt6189022,None,Severe,Severe,Mild,Moderate
"A Shaun the Sheep Movie: Farmageddon",2019,tt6193408,None,Mild,None,None,Mild
"The Hole in the Ground",2019,tt6198946,None,Mild,Mild,None,Moderate
"Code 8",2019,tt6259380,Mild,Moderate,Severe,Moderate,Moderate
Kesari,2019,tt6264938,None,Severe,Mild,None,Moderate
"I Am Mother",2019,tt6292852,None,Moderate,Mild,None,Mild
"Spider-Man: Far from Home",2019,tt6320628,None,Moderate,Mild,None,Moderate
Abominable,2019,tt6324278,None,Mild,None,None,Mild
"Missing Link",2019,tt6348138,None,Mild,None,Mild,Mild
Villains,2019,tt6378710,Mild,Moderate,Severe,Moderate,Moderate
Bombshell,2019,tt6394270,Mild,None,Moderate,None,Mild
"Downton Abbey",2019,tt6398184,Mild,None,None,Mild,Mild
"Wonder Park",2019,tt6428676,None,None,None,None,Mild
7500,2019,tt6436726,None,Moderate,Moderate,None,Moderate
"The Personal History of David Copperfield",2019,tt6439020,None,Mild,None,Mild,Mild
"The Coldest Game",2019,tt6445414,None,Moderate,Moderate,Moderate,Moderate
"Terminator: Dark Fate",2019,tt6450804,Mild,Moderate,Moderate,Mild,Moderate
"Five Feet Apart",2019,tt6472976,Mild,None,Mild,Mild,Mild
Serenity,2019,tt6476140,Moderate,Mild,Moderate,Mild,Mild
"The Beach Bum",2019,tt6511932,Severe,Mild,Severe,Severe,Mild
"Fighting with My Family",2019,tt6513120,Mild,Mild,Mild,Mild,None
"Jay and Silent Bob Reboot",2019,tt6521876,Mild,Mild,Severe,Severe,None
Haunt,2019,tt6535880,None,Severe,Moderate,Mild,Severe
"X-Men: Dark Phoenix",2019,tt6565702,None,Moderate,Mild,Mild,Moderate
"Triple Threat",2019,tt6643972,None,Severe,Moderate,Mild,Moderate
"The Intruder",2019,tt6722030,Mild,Moderate,Moderate,Mild,Moderate
"Exit 0",2019,tt6745550,Moderate,Mild,Severe,Moderate,Mild
Parasite,2019,tt6751668,Moderate,Severe,Moderate,Mild,Moderate
"Wasp Network",2019,tt6760876,Mild,Mild,Mild,Mild,Mild
"Escape Plan: The Extractors",2019,tt6772804,None,Severe,Severe,None,Moderate
"The Vast of Night",2019,tt6803046,None,None,Mild,Mild,Moderate
"Don't Let Go",2019,tt6803212,None,Severe,Moderate,Mild,Moderate
"Fast & Furious Presents: Hobbs & Shaw",2019,tt6806448,Mild,Moderate,Moderate,Mild,Moderate
"The Kid Who Would Be King",2019,tt6811018,None,Mild,Mild,None,Moderate
Glass,2019,tt6823368,None,Moderate,Mild,Mild,Moderate
"Mr. Jones",2019,tt6828390,Moderate,Moderate,Mild,Moderate,Moderate
Saaho,2019,tt6836936,None,Moderate,Mild,Moderate,Moderate
Us,2019,tt6857112,None,Severe,Moderate,Mild,Severe
"Guns Akimbo",2019,tt6902676,Mild,Severe,Severe,Moderate,Moderate
"Manikarnika: The Queen of Jhansi",2019,tt6903440,None,Moderate,Mild,None,Mild
"The Souvenir",2019,tt6920356,Moderate,Mild,Mild,Moderate,Mild
Midway,2019,tt6924650,None,Moderate,Moderate,Mild,Moderate
"Good Boys",2019,tt6977338,Moderate,Mild,Severe,Severe,None
Kalank,2019,tt6988116,Mild,Moderate,Mild,Mild,Mild
"Super Deluxe",2019,tt7019942,Mild,Mild,Severe,Mild,Moderate
"Velvet Buzzsaw",2019,tt7043012,Moderate,Moderate,Moderate,Mild,Moderate
"Angel of Mine",2019,tt7058080,Moderate,Mild,Moderate,,Mild
"Dabangg 3",2019,tt7059844,None,Moderate,Moderate,Mild,Moderate
Breakthrough,2019,tt7083526,None,Mild,Mild,None,Mild
"Once Upon a Time in Hollywood",2019,tt7131622,Mild,Severe,Severe,Moderate,Moderate
"A Rainy Day in New York",2019,tt7139936,Mild,None,Mild,Mild,None
"Reign of the Supermen",2019,tt7167686,None,Moderate,Mild,None,Mild
"Student of the Year 2",2019,tt7255568,None,Mild,Mild,None,Mild
Joker,2019,tt7286456,Mild,Severe,Moderate,Moderate,Severe
"The Silence",2019,tt7315484,None,Moderate,Mild,Mild,Moderate
"47 Meters Down: Uncaged",2019,tt7329656,None,Moderate,Mild,None,Severe
"The Art of Self-Defense",2019,tt7339248,Moderate,Moderate,Moderate,Mild,Moderate
"The Lodge",2019,tt7347846,Mild,Moderate,Mild,Mild,Moderate
"It Chapter Two",2019,tt7349950,Mild,Severe,Severe,Mild,Severe
"Always Be My Maybe",2019,tt7374948,Mild,Mild,Moderate,Moderate,None
"Little Monsters",2019,tt7390588,Moderate,Severe,Severe,Mild,Moderate
"Black and Blue",2019,tt7390646,None,Moderate,Moderate,None,Moderate
Killerman,2019,tt7420342,Mild,Severe,Severe,Moderate,Mild
War,2019,tt7430722,Mild,Moderate,None,Mild,Moderate
Anna,2019,tt7456310,Moderate,Severe,Moderate,Mild,Moderate
"Le chant du loup",2019,tt7458762,Moderate,Mild,Mild,Mild,Mild
"Super 30",2019,tt7485048,None,Mild,None,None,Mild
"The Boy Who Harnessed the Wind",2019,tt7533152,None,Mild,Mild,None,Mild
1BR,2019,tt7541106,None,Severe,Moderate,Mild,Moderate
"Dora and the Lost City of Gold",2019,tt7547410,None,Mild,Mild,Mild,Mild
Judy,2019,tt7549996,None,None,Moderate,Moderate,Mild
"Saint Maud",2019,tt7557108,Moderate,Severe,Moderate,Mild,Severe
"The Wandering Earth",2019,tt7605074,None,Mild,Mild,None,Mild
Luce,2019,tt7616148,Moderate,Mild,Moderate,Mild,Mild
"A Dog's Way Home",2019,tt7616798,None,Mild,Mild,None,Mild
"What Men Want",2019,tt7634968,Moderate,Mild,Severe,Severe,None
"Plus One",2019,tt7645122,Mild,None,Moderate,Moderate,None
"Marriage Story",2019,tt7653254,Mild,Mild,Moderate,Mild,Mild
"The Golden Glove",2019,tt7670212,Severe,Severe,Severe,Severe,Severe
"Brittany Runs a Marathon",2019,tt7671064,Mild,None,Moderate,Mild,None
Bharat,2019,tt7721800,None,Mild,None,None,Mild
"Housefull 4",2019,tt7721946,Mild,Mild,Mild,None,Mild
Stuber,2019,tt7734218,Moderate,Moderate,Severe,Mild,Mild
"The Traitor",2019,tt7736478,Moderate,Severe,Moderate,Moderate,Moderate
Brightburn,2019,tt7752126,Mild,Severe,Moderate,Mild,Severe
"The Mortuary Collection",2019,tt7781432,Moderate,Severe,Mild,Mild,Moderate
"Ready or Not",2019,tt7798634,None,Severe,Severe,Moderate,Moderate
Marighella,2019,tt7825208,Severe,Severe,Severe,Severe,Severe
"The Fanatic",2019,tt7869070,None,Severe,Moderate,Mild,Moderate
"The Last Summer",2019,tt7957694,Mild,None,Mild,Moderate,None
Ma,2019,tt7958736,Moderate,Severe,Moderate,Severe,Moderate
"Jumanji: The Next Level",2019,tt7975244,Mild,Mild,Moderate,None,Mild
"The Lighthouse",2019,tt7984734,Moderate,Severe,Moderate,Moderate,Severe
"The King",2019,tt7984766,Mild,Severe,Moderate,Mild,Moderate
"The Legend of Tomiris",2019,tt7985648,Mild,Severe,None,None,Moderate
Paddleton,2019,tt8041276,Mild,None,Mild,Mild,Mild
"We Summon the Darkness",2019,tt8058874,None,Moderate,Severe,Moderate,Moderate
"The Courier",2019,tt8075016,None,Severe,Severe,,
"Someone Great",2019,tt8075260,Moderate,None,Severe,Severe,None
Yesterday,2019,tt8079248,Mild,Mild,Mild,Mild,None
Little,2019,tt8085790,Mild,Mild,Mild,None,None
"Lady and the Tramp",2019,tt8096832,None,Mild,None,Mild,Mild
"6 Underground",2019,tt8106534,Moderate,Severe,Severe,Mild,Severe
Sonchiriya,2019,tt8108200,None,Severe,Severe,Mild,Moderate
"The Tashkent Files",2019,tt8108268,None,None,None,Mild,Mild
"In the Shadow of the Moon",2019,tt8110640,Mild,Moderate,Moderate,Mild,Mild
Badla,2019,tt8130968,None,Mild,None,Mild,Mild
"3 from Hell",2019,tt8134742,Severe,Severe,Severe,Severe,Severe
"Section 375",2019,tt8144834,Moderate,Mild,None,None,Mild
"Honey Boy",2019,tt8151874,Mild,Moderate,Severe,Moderate,Moderate
"Happy Death Day 2U",2019,tt8155288,Mild,Moderate,Moderate,Mild,Moderate
Chase,2019,tt8160864,Mild,,Moderate,,
"Wine Country",2019,tt8169446,Moderate,None,Moderate,Moderate,None
"Earthquake Bird",2019,tt8178486,Moderate,Moderate,Mild,Mild,Moderate
"Rim of the World",2019,tt8179388,Mild,Moderate,Moderate,Mild,Moderate
Cuck,2019,tt8195518,Severe,Moderate,Severe,Severe,Moderate
"The Perfect Date",2019,tt8201170,None,None,Mild,None,None
"Bad Education",2019,tt8206668,Mild,None,Moderate,Mild,None
"The Platform",2019,tt8228288,Moderate,Severe,Mild,Mild,Severe
"Extra Ordinary",2019,tt8233874,Mild,Moderate,Moderate,Mild,Mild
"The Report",2019,tt8236336,Mild,Severe,Moderate,None,Moderate
"Blinded by the Light",2019,tt8266310,None,Mild,Mild,None,Mild
"Uri: The Surgical Strike",2019,tt8291224,None,Severe,Mild,Mild,Moderate
"Pain and Glory",2019,tt8291806,Moderate,None,Mild,Severe,None
"Blow the Man Down",2019,tt8299768,Mild,Moderate,Moderate,Mild,Mild
"The Wretched",2019,tt8305806,Mild,Moderate,Moderate,Mild,Moderate
Pinocchio,2019,tt8333746,None,Mild,None,Mild,Moderate
"Annabelle Comes Home",2019,tt8350360,None,Moderate,Mild,None,Severe
"Sorry We Missed You",2019,tt8359816,None,Moderate,Severe,None,Mild
Crawl,2019,tt8364368,None,Severe,Moderate,None,Severe
"The Gentlemen",2019,tt8367814,Mild,Moderate,Severe,Moderate,Mild
Vivarium,2019,tt8368406,Moderate,Mild,Moderate,Mild,Moderate
Swallow,2019,tt8372298,Mild,Moderate,Moderate,Mild,Moderate
"Queen of Hearts",2019,tt8378126,Severe,Mild,Mild,Mild,Mild
"A Dog's Journey",2019,tt8385474,None,Mild,None,Mild,Mild
Babyteeth,2019,tt8399664,Mild,Mild,Moderate,Moderate,Mild
"Killers Anonymous",2019,tt8400758,None,,,,
"The Two Popes",2019,tt8404614,None,Mild,Mild,Mild,Mild
"Kumbalangi Nights",2019,tt8413338,None,None,None,Moderate,Mild
"Money Trap",2019,tt8442644,Mild,Moderate,Moderate,Moderate,Mild
"Karakomik Filmler: 2 Arada",2019,tt8456098,Mild,Moderate,Mild,Mild,Moderate
"The Room",2019,tt8485364,Moderate,Mild,Mild,Mild,Mild
"The Inventor: Out for Blood in Silicon Valley",2019,tt8488126,None,Mild,Mild,None,Mild
"Good Newwz",2019,tt8504014,Moderate,None,Mild,Moderate,None
"Holiday in the Wild",2019,tt8510488,None,None,None,None,None
"Dolemite Is My Name",2019,tt8526872,Moderate,Mild,Severe,Mild,None
"System Crasher",2019,tt8535968,None,Moderate,Severe,Mild,Moderate
1917,2019,tt8579674,None,Severe,Moderate,Mild,Severe
"Portrait of a Lady on Fire",2019,tt8613070,Moderate,None,None,Mild,None
"Last Christmas",2019,tt8623904,Mild,None,Mild,Mild,None
"The Farewell",2019,tt8637428,None,None,Mild,Mild,None
"Corpus Christi",2019,tt8649186,Moderate,Moderate,Moderate,Moderate,Moderate
Waves,2019,tt8652728,Mild,Moderate,Severe,Moderate,Severe
"Child's Play",2019,tt8663516,Mild,Severe,Moderate,Mild,Severe
"21 Bridges",2019,tt8688634,None,Severe,Severe,Moderate,Moderate
"The Dead Don't Die",2019,tt8695030,None,Moderate,Moderate,None,Mild
"Can You Keep a Secret?",2019,tt8707922,Mild,None,Moderate,Mild,None
"Queen & Slim",2019,tt8722346,Moderate,Moderate,Severe,Moderate,Moderate
"The Collini Case",2019,tt8739752,Mild,Moderate,None,Mild,Moderate
"See You Yesterday",2019,tt8743064,None,Mild,Severe,Mild,Mild
"Apollo 11",2019,tt8760684,None,None,None,Mild,None
Midsommar,2019,tt8772262,Severe,Severe,Moderate,Severe,Severe
"Come to Daddy",2019,tt8816194,Moderate,Severe,Severe,Moderate,Moderate
Avengement,2019,tt8836988,None,Severe,Severe,Mild,Moderate
"Guava Island",2019,tt8858104,None,Mild,Mild,None,Mild
"Batla House",2019,tt8869978,None,Moderate,Mild,Mild,Moderate
"Luka Chuppi",2019,tt8908002,Mild,None,Mild,None,None
"Knives Out",2019,tt8946378,None,Mild,Moderate,Mild,Mild
Jersey,2019,tt8948790,Mild,None,None,Mild,None
"Yes, God, Yes",2019,tt8949056,Moderate,None,Mild,Mild,None
Petta,2019,tt8959820,None,Moderate,Mild,Mild,Moderate
"And Then We Danced",2019,tt8963708,Moderate,Mild,Moderate,Mild,None
"Kabir Singh",2019,tt8983202,Moderate,Moderate,Severe,Severe,Severe
Honeyland,2019,tt8991268,None,Mild,Mild,Mild,Mild
"The Assistant",2019,tt9000224,None,None,Mild,Mild,Mild
Synchronic,2019,tt9016974,None,Moderate,Moderate,Moderate,Moderate
Unplanned,2019,tt9024106,None,Moderate,None,None,Moderate
"Girl on the Third Floor",2019,tt9026184,Mild,Severe,Moderate,Mild,Moderate
Chhichhore,2019,tt9052870,Mild,Mild,Moderate,Mild,Mild
"Dark Waters",2019,tt9071322,Mild,Mild,Mild,None,Moderate
"Playing with Fire",2019,tt9134216,Mild,Mild,None,None,Mild
"La Belle Époque",2019,tt9172422,Moderate,Mild,Mild,Moderate,Mild
"First Cow",2019,tt9231040,None,Mild,Mild,Mild,Mild
"El Camino: A Breaking Bad Movie",2019,tt9243946,None,Moderate,Moderate,Moderate,Moderate
"Dream Girl",2019,tt9248940,Mild,None,Mild,Mild,None
"Mission Mangal",2019,tt9248972,None,Mild,Mild,Mild,None
Mosul,2019,tt9252468,None,Severe,Moderate,Mild,Moderate
"Tall Girl",2019,tt9252508,Mild,Mild,Mild,Mild,None
Bigil,2019,tt9260636,None,Moderate,Mild,Mild,Moderate
"American Factory",2019,tt9351980,None,None,Mild,Mild,None
Jexi,2019,tt9354944,Moderate,Mild,Severe,Moderate,None
"Knock Down the House",2019,tt9358052,None,None,Mild,Mild,None
"Between Two Ferns: The Movie",2019,tt9398640,Mild,None,Moderate,Mild,None
"Secret Obsession",2019,tt9419834,Mild,Mild,Mild,None,Moderate
Bala,2019,tt9420648,Mild,None,Mild,None,None
"Weathering with You",2019,tt9426210,Mild,Mild,Mild,Mild,Mild
Asuran,2019,tt9477520,None,Severe,Moderate,Mild,Severe
"Pocket Hercules: Naim Süleymanoglu",2019,tt9500372,,,,,
"Extreme Job",2019,tt9541602,None,Mild,Moderate,Moderate,Mild
"Leaving Neverland",2019,tt9573980,Severe,None,Moderate,Mild,Severe
"Better Days",2019,tt9586294,None,Moderate,Mild,Mild,Severe
"Our Friend",2019,tt9608818,None,None,Moderate,Mild,Mild
"For Sama",2019,tt9617456,None,Severe,Mild,None,Severe
"Trauma Center",2019,tt9625664,None,Moderate,Moderate,Mild,Mild
"Cinayet Süsü",2019,tt9675274,,,Severe,,Mild
"I Lost My Body",2019,tt9806192,Mild,Moderate,Moderate,Mild,Moderate
"Just 6.5",2019,tt9817070,None,Moderate,Moderate,Severe,Moderate
"Falling Inn Love",2019,tt9860728,None,None,None,Mild,None
Kaithi,2019,tt9900782,None,Moderate,Mild,Severe,Severe
"The Witches",2020,tt0805647,None,Moderate,None,Mild,Moderate
"Fantasy Island",2020,tt0983946,Mild,Moderate,Mild,Mild,Mild
"The Rental",2020,tt10003008,Mild,Moderate,Moderate,Moderate,Moderate
"Love Aaj Kal",2020,tt10023024,Moderate,Mild,Moderate,Moderate,Mild
Unhinged,2020,tt10059518,None,Severe,Moderate,Mild,Severe
Antebellum,2020,tt10065694,Mild,Moderate,Moderate,Mild,Moderate
"The Prom",2020,tt10161886,None,None,Mild,Mild,None
"Dangerous Lies",2020,tt10183816,Mild,Mild,None,None,Mild
"Soorarai Pottru",2020,tt10189514,None,None,Mild,None,None
"The Boys in the Band",2020,tt10199914,Moderate,None,Severe,Moderate,None
"The Dark and the Wicked",2020,tt10229558,Mild,Severe,Moderate,Mild,Severe
"Mrs. Serial Killer",2020,tt10230426,None,Severe,Severe,Mild,Moderate
"The Father",2020,tt10272386,None,Mild,Mild,Mild,Moderate
"Work It",2020,tt10276470,Mild,None,Mild,None,None
"Coolie No. 1",2020,tt10280276,Mild,Mild,Mild,Mild,Mild
"Rose Island",2020,tt10287954,None,Mild,Mild,Mild,Mild
"Another Round",2020,tt10288566,Mild,Mild,Mild,Severe,Mild
"Survive the Night",2020,tt10303324,None,Moderate,Moderate,Mild,Moderate
"Force of Nature",2020,tt10308928,None,Moderate,Severe,Mild,Mild
Fatman,2020,tt10310140,None,Moderate,Moderate,Mild,Moderate
Becky,2020,tt10314450,None,Severe,Moderate,None,Moderate
"Gulabo Sitabo",2020,tt10333912,None,None,Mild,None,None
"Gunjan Saxena: The Kargil Girl",2020,tt10350626,Mild,Moderate,Mild,Mild,Moderate
Laxmii,2020,tt10350922,None,Moderate,Mild,None,Moderate
"After We Collided",2020,tt10362466,Moderate,Mild,Moderate,Moderate,Mild
"The Stronghold",2020,tt10404944,Mild,Moderate,,Moderate,
"Lost Bullet",2020,tt10456740,None,Moderate,Mild,Mild,Moderate
"Summer of 85",2020,tt10457128,Mild,Mild,Mild,Mild,Mild
"Ma Rainey's Black Bottom",2020,tt10514222,Mild,Mild,Moderate,Mild,Mild
Lootcase,2020,tt10515526,None,Mild,None,Mild,Mild
"The Invisible Man",2020,tt1051906,None,Severe,Moderate,Mild,Severe
"The Forgotten Battle",2020,tt10521092,None,Severe,Mild,Mild,Severe
"The Call",2020,tt10530176,None,Severe,Moderate,Mild,Severe
"The Midnight Sky",2020,tt10539608,None,Mild,Mild,Mild,Mild
"Dara of Jasenovac",2020,tt10554232,Mild,Severe,Moderate,Mild,Severe
"We Can Be Heroes",2020,tt10600398,None,Mild,None,None,Mild
"One Night in Miami...",2020,tt10612922,None,Mild,Moderate,Mild,None
Mank,2020,tt10618286,Mild,Mild,Mild,Moderate,Mild
#Alive,2020,tt10620868,None,Moderate,Mild,Mild,Moderate
"The Life Ahead",2020,tt10627584,None,None,Mild,Mild,None
Minari,2020,tt10633456,None,None,Mild,Mild,Mild
"Hubie Halloween",2020,tt10682266,Mild,Mild,Mild,Mild,Mild
"The Trial of the Chicago 7",2020,tt1070874,None,Moderate,Moderate,Mild,Mild
"Feel the Beat",2020,tt10714856,None,None,Mild,None,None
"Let Them All Talk",2020,tt10808832,None,None,Moderate,Mild,Mild
"Bill & Ted Face the Music",2020,tt1086064,None,Mild,Mild,Mild,Mild
"365 Days",2020,tt10886166,Severe,Mild,Moderate,Moderate,Mild
"The Sleepover",2020,tt10888708,None,Mild,Mild,None,Mild
Freaky,2020,tt10919380,Mild,Severe,Severe,Mild,Moderate
Shikara,2020,tt10930586,,,,,
Thappad,2020,tt10964430,None,Mild,Moderate,Mild,Mild
"The Babysitter: Killer Queen",2020,tt11024272,Mild,Severe,Severe,Mild,Moderate
"Demon Slayer the Movie: Mugen Train",2020,tt11032374,None,Moderate,None,None,Moderate
"The Christmas Chronicles: Part Two",2020,tt11057644,None,Mild,None,None,Mild
"Love, Guaranteed",2020,tt11100856,None,None,None,Mild,None
"The Paramedic",2020,tt11127690,Moderate,Moderate,Mild,Mild,Moderate
"The Wolf of Snow Hollow",2020,tt11140488,Mild,Severe,Severe,Moderate,Moderate
"Pieces of a Woman",2020,tt11161474,Moderate,Mild,Moderate,Mild,Moderate
Supernova,2020,tt11169050,Mild,None,Mild,Mild,None
"The Princess Switch: Switched Again",2020,tt11199410,Mild,None,None,None,None
"Nobody Sleeps in the Woods Tonight",2020,tt11240506,Moderate,Severe,Moderate,Mild,Moderate
"Psycho Goreman",2020,tt11252440,None,Severe,Mild,None,Mild
Cadaver,2020,tt11284280,Mild,Moderate,None,None,Moderate
"Shiva Baby",2020,tt11317142,Mild,None,Moderate,Mild,Mild
"Uncle Frank",2020,tt11327514,Mild,Mild,Moderate,Mild,Mild
"The Dissident",2020,tt11382384,None,Mild,None,None,Severe
"Horse Girl",2020,tt11388406,Moderate,Mild,Mild,Moderate,Moderate
"Miss Americana",2020,tt11388580,None,None,Mild,Mild,None
"A Fall from Grace",2020,tt11390036,Moderate,Mild,Moderate,Mild,Moderate
Spree,2020,tt11394332,Mild,Severe,Severe,Mild,Moderate
"Run Hide Fight",2020,tt11456054,Mild,Severe,Moderate,Mild,Severe
"The Social Dilemma",2020,tt11464826,None,Mild,Mild,None,Mild
"AK vs AK",2020,tt11651796,None,Mild,Severe,Mild,Mild
"Riders of Justice",2020,tt11655202,Mild,Moderate,Severe,Moderate,Moderate
"Hard Kill",2020,tt11656172,Mild,Moderate,Moderate,Mild,Moderate
Godmothered,2020,tt11681250,None,None,None,Mild,None
"Don't Listen",2020,tt11750282,None,Severe,Mild,Mild,Moderate
"Athlete A",2020,tt11905462,Mild,None,Mild,None,Mild
Sputnik,2020,tt11905962,Mild,Severe,None,None,Moderate
"A Whisker Away",2020,tt11958344,None,None,None,Mild,None
"David Attenborough: A Life on Our Planet",2020,tt11989890,None,None,None,None,Mild
"Black Box",2020,tt12298506,None,Mild,Mild,Mild,Moderate
Bulbbul,2020,tt12393526,Mild,Moderate,None,Mild,Moderate
"Attack on Titan: Chronicle",2020,tt12415546,None,Severe,Moderate,,
"Raat Akeli Hai",2020,tt12567088,Mild,Mild,Mild,Mild,Mild
Songbird,2020,tt12592252,Mild,Moderate,Mild,Mild,Moderate
Host,2020,tt12749596,None,Moderate,Moderate,Mild,Severe
"My Octopus Teacher",2020,tt12888462,None,Mild,None,None,Mild
"American Murder: The Family Next Door",2020,tt12987894,Mild,Mild,Mild,None,Moderate
"A California Christmas",2020,tt13055780,Mild,Mild,Mild,,
"Borat Subsequent Moviefilm",2020,tt13143964,Severe,Mild,Moderate,None,None
"Operation Christmas Drop",2020,tt13236566,None,None,None,None,None
"Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc",2020,tt14888874,,,,,
"Bad Boys for Life",2020,tt1502397,None,Severe,Severe,Mild,Mild
Desperados,2020,tt1545304,Mild,None,Severe,Mild,None
"The Last Days of American Crime",2020,tt1552211,Moderate,Severe,Severe,Moderate,Moderate
Bloodshot,2020,tt1634106,Mild,Moderate,Moderate,Mild,Moderate
"Honest Thief",2020,tt1838556,None,Moderate,Mild,None,Mild
2067,2020,tt1918734,None,Moderate,Severe,None,Moderate
"Love and Monsters",2020,tt2222042,Mild,Mild,Mild,Mild,Mild
"Hunter Hunter",2020,tt2226162,Mild,Severe,None,Mild,Severe
Rebecca,2020,tt2235695,Mild,None,None,Mild,Mild
"The Croods: A New Age",2020,tt2850386,None,Mild,None,None,Mild
Soul,2020,tt2948372,None,None,None,None,Mild
"Artemis Fowl",2020,tt3089630,None,Mild,None,None,Mild
"Lost Girls",2020,tt3111426,None,Mild,Moderate,Mild,Mild
Scoob!,2020,tt3152592,None,Mild,Mild,None,Mild
"The Grudge",2020,tt3612126,None,Severe,Moderate,Mild,Severe
"The One and Only Ivan",2020,tt3661394,None,None,None,None,None
"Sonic the Hedgehog",2020,tt3794354,None,Mild,Mild,Mild,Mild
"All the Bright Places",2020,tt3907584,Mild,Mild,Moderate,None,Moderate
"The Postcard Killings",2020,tt4106514,Mild,Moderate,Moderate,Mild,Moderate
"The Secret: Dare to Dream",2020,tt4411584,None,None,Mild,Mild,None
"The War with Grandpa",2020,tt4532038,None,Mild,Mild,None,Mild
Downhill,2020,tt4558376,Mild,None,Mild,Mild,Mild
Mulan,2020,tt4566758,None,Mild,None,None,Mild
"The New Mutants",2020,tt4682266,Mild,Moderate,Moderate,Mild,Moderate
"The Craft: Legacy",2020,tt4685762,Mild,Mild,Mild,None,Mild
